userId,movieId,rating,timestamp
14,86,3.5,964982703
14,216,1.0,964982703
14,4,1.0,964982703
14,220,5.0,964982703
14,133,3.5,964982703
14,66,4.5,964982703
14,204,4.0,964982703
14,40,3.5,964982703
14,137,2.5,964982703
14,47,4.0,964982703
14,202,5.0,964982703
14,223,4.0,964982703
14,104,1.0,964982703
14,37,5.0,964982703
14,136,2.5,964982703
14,138,2.0,964982703
14,11,2.5,964982703
14,33,2.5,964982703
14,154,1.5,964982703
14,200,1.0,964982703
14,203,1.0,964982703
14,25,4.5,964982703
14,208,1.5,964982703
14,13,3.0,964982703
14,211,2.5,964982703
14,88,4.5,964982703
15,199,3.5,964982703
15,209,2.0,964982703
15,202,2.0,964982703
15,58,4.5,964982703
15,146,1.5,964982703
15,206,1.5,964982703
15,64,3.0,964982703
15,55,3.5,964982703
15,28,1.5,964982703
15,49,3.0,964982703
15,223,4.0,964982703
16,3,2.0,964982703
16,194,2.5,964982703
16,133,1.5,964982703
16,94,1.0,964982703
16,135,4.5,964982703
16,193,1.0,964982703
16,102,1.0,964982703
16,24,2.5,964982703
16,170,3.5,964982703
16,131,5.0,964982703
16,47,1.0,964982703
16,196,4.0,964982703
16,128,3.0,964982703
16,70,4.5,964982703
16,166,4.0,964982703
16,164,2.5,964982703
16,66,2.5,964982703
16,29,3.5,964982703
16,212,3.5,964982703
16,190,5.0,964982703
16,8,3.0,964982703
16,172,4.5,964982703
16,145,3.0,964982703
16,6,1.5,964982703
16,157,3.5,964982703
16,154,5.0,964982703
16,192,2.0,964982703
16,163,1.0,964982703
16,100,1.0,964982703
16,113,2.0,964982703
16,195,3.0,964982703
16,81,2.0,964982703
16,226,5.0,964982703
16,216,4.5,964982703
16,184,2.0,964982703
17,85,4.0,964982703
17,218,3.0,964982703
17,16,4.5,964982703
17,56,2.5,964982703
17,187,1.5,964982703
17,210,2.0,964982703
17,177,4.5,964982703
17,53,4.0,964982703
17,43,1.5,964982703
17,179,3.5,964982703
17,107,5.0,964982703
17,120,2.5,964982703
17,137,5.0,964982703
17,8,1.5,964982703
17,126,1.5,964982703
17,185,5.0,964982703
17,190,4.0,964982703
17,101,4.0,964982703
17,220,1.0,964982703
17,80,3.5,964982703
17,104,4.0,964982703
17,128,3.5,964982703
17,114,3.5,964982703
17,64,1.5,964982703
17,151,3.5,964982703
17,33,2.5,964982703
17,91,5.0,964982703
17,61,1.0,964982703
17,130,4.5,964982703
17,11,3.0,964982703
17,121,1.0,964982703
17,22,2.5,964982703
17,26,1.0,964982703
17,28,3.5,964982703
18,65,2.0,964982703
18,74,2.5,964982703
18,173,3.0,964982703
18,191,2.0,964982703
18,40,1.5,964982703
18,223,1.5,964982703
18,214,4.0,964982703
18,73,5.0,964982703
18,77,1.5,964982703
18,30,4.0,964982703
18,185,4.0,964982703
18,122,4.0,964982703
18,60,2.0,964982703
18,67,4.0,964982703
18,150,1.0,964982703
18,104,1.0,964982703
18,203,3.0,964982703
18,19,1.5,964982703
18,83,5.0,964982703
18,159,4.0,964982703
18,101,2.5,964982703
18,226,2.5,964982703
18,57,1.5,964982703
18,145,3.0,964982703
18,110,2.5,964982703
18,165,1.0,964982703
18,34,4.5,964982703
18,222,2.0,964982703
18,32,3.5,964982703
18,199,2.5,964982703
18,17,5.0,964982703
18,33,4.0,964982703
18,68,5.0,964982703
18,61,2.0,964982703
18,194,1.0,964982703
18,113,3.0,964982703
18,78,2.0,964982703
18,22,3.5,964982703
18,12,4.5,964982703
18,179,2.5,964982703
18,50,3.0,964982703
18,225,3.0,964982703
18,56,2.5,964982703
18,196,2.5,964982703
18,6,2.5,964982703
18,120,2.5,964982703
18,175,2.5,964982703
18,105,3.0,964982703
18,153,1.5,964982703
18,136,1.5,964982703
18,172,5.0,964982703
18,201,1.5,964982703
18,197,3.5,964982703
18,198,1.5,964982703
18,215,3.0,964982703
18,139,2.5,964982703
18,212,4.0,964982703
18,88,4.0,964982703
18,109,3.5,964982703
19,90,5.0,964982703
19,117,4.5,964982703
19,124,1.0,964982703
19,167,4.0,964982703
19,84,3.5,964982703
19,164,3.5,964982703
19,172,3.5,964982703
19,221,3.5,964982703
19,36,4.0,964982703
19,110,2.0,964982703
19,6,3.5,964982703
19,104,2.0,964982703
19,189,4.0,964982703
19,10,4.0,964982703
19,95,4.5,964982703
19,48,1.5,964982703
19,65,5.0,964982703
19,109,3.0,964982703
19,78,5.0,964982703
19,169,3.0,964982703
19,182,4.0,964982703
19,174,5.0,964982703
19,129,2.5,964982703
19,1,1.5,964982703
19,91,5.0,964982703
19,115,1.5,964982703
19,72,2.0,964982703
19,111,1.5,964982703
19,38,2.0,964982703
19,225,3.5,964982703
19,151,2.0,964982703
19,21,4.5,964982703
19,28,3.5,964982703
19,63,4.0,964982703
19,83,1.0,964982703
20,62,2.5,964982703
20,109,1.0,964982703
20,125,5.0,964982703
20,52,3.5,964982703
20,81,4.5,964982703
20,187,2.5,964982703
20,113,5.0,964982703
20,157,1.5,964982703
20,8,5.0,964982703
20,108,3.0,964982703
20,126,3.5,964982703
20,222,2.0,964982703
20,154,2.5,964982703
20,184,3.5,964982703
20,40,4.0,964982703
20,34,1.0,964982703
20,223,4.0,964982703
20,140,1.0,964982703
20,211,3.0,964982703
20,10,3.5,964982703
20,181,1.5,964982703
20,79,5.0,964982703
20,138,3.5,964982703
20,102,4.0,964982703
20,118,4.5,964982703
20,190,1.0,964982703
20,6,4.5,964982703
20,135,2.5,964982703
21,189,1.5,964982703
21,13,5.0,964982703
21,89,1.5,964982703
21,45,1.0,964982703
21,212,1.5,964982703
21,54,4.0,964982703
21,17,4.5,964982703
21,120,3.0,964982703
21,184,3.5,964982703
21,36,1.0,964982703
21,111,3.5,964982703
21,77,4.5,964982703
21,117,2.0,964982703
21,155,1.0,964982703
21,164,2.5,964982703
21,83,1.0,964982703
21,104,4.5,964982703
21,1,3.0,964982703
21,33,1.0,964982703
21,188,4.5,964982703
21,22,5.0,964982703
21,98,1.5,964982703
21,131,5.0,964982703
21,10,4.5,964982703
21,183,4.0,964982703
21,16,2.0,964982703
21,153,1.5,964982703
21,51,4.0,964982703
21,134,3.0,964982703
21,190,3.5,964982703
21,55,2.5,964982703
21,181,1.5,964982703
21,124,5.0,964982703
21,192,2.0,964982703
21,60,4.0,964982703
21,143,4.5,964982703
21,46,1.5,964982703
21,204,3.5,964982703
21,41,4.5,964982703
21,58,4.0,964982703
21,56,2.0,964982703
21,126,1.0,964982703
21,52,3.5,964982703
21,68,4.5,964982703
21,223,3.5,964982703
21,19,3.0,964982703
21,20,4.5,964982703
21,61,1.5,964982703
21,73,1.0,964982703
21,200,1.0,964982703
21,199,2.5,964982703
21,3,3.5,964982703
21,93,5.0,964982703
21,197,1.0,964982703
21,74,1.0,964982703
21,216,3.0,964982703
21,193,3.0,964982703
22,1,4.5,964982703
22,105,1.5,964982703
22,182,2.5,964982703
22,45,4.0,964982703
22,223,1.0,964982703
22,221,1.0,964982703
22,13,4.0,964982703
22,168,4.0,964982703
22,26,1.0,964982703
22,84,1.0,964982703
22,21,2.5,964982703
22,209,3.0,964982703
22,88,3.0,964982703
22,96,2.5,964982703
23,168,3.5,964982703
23,142,3.0,964982703
23,152,1.0,964982703
23,69,1.5,964982703
23,125,4.5,964982703
23,112,1.0,964982703
23,98,2.0,964982703
23,126,1.5,964982703
23,121,3.0,964982703
23,134,2.5,964982703
23,60,4.0,964982703
23,129,3.0,964982703
23,203,4.5,964982703
23,85,2.5,964982703
23,187,3.5,964982703
23,226,2.5,964982703
23,217,1.5,964982703
23,62,1.0,964982703
23,87,1.0,964982703
23,20,4.5,964982703
23,72,2.5,964982703
23,131,3.0,964982703
23,214,4.5,964982703
23,171,4.0,964982703
23,32,4.5,964982703
23,154,4.5,964982703
23,45,3.5,964982703
23,114,1.5,964982703
23,162,3.5,964982703
23,210,1.0,964982703
23,173,1.0,964982703
23,151,2.0,964982703
23,148,2.0,964982703
24,163,3.0,964982703
24,211,1.5,964982703
24,169,2.0,964982703
24,24,3.5,964982703
24,38,3.0,964982703
24,40,2.5,964982703
24,173,2.5,964982703
24,27,3.0,964982703
24,183,1.5,964982703
24,113,5.0,964982703
24,194,1.5,964982703
24,18,1.5,964982703
24,209,5.0,964982703
24,99,2.0,964982703
24,50,4.0,964982703
24,19,2.5,964982703
24,46,3.5,964982703
24,57,2.5,964982703
24,109,4.0,964982703
24,12,1.0,964982703
24,87,2.0,964982703
24,3,2.0,964982703
24,191,1.0,964982703
24,206,3.5,964982703
24,177,5.0,964982703
24,159,4.5,964982703
24,112,4.0,964982703
24,2,4.5,964982703
24,47,3.5,964982703
24,195,5.0,964982703
24,74,2.0,964982703
24,184,5.0,964982703
24,55,2.5,964982703
24,44,4.0,964982703
24,196,5.0,964982703
24,123,1.5,964982703
24,151,1.5,964982703
24,149,5.0,964982703
24,90,2.0,964982703
24,101,5.0,964982703
24,95,3.0,964982703
24,200,3.5,964982703
24,67,1.5,964982703
24,59,4.5,964982703
24,143,5.0,964982703
24,207,1.5,964982703
24,147,3.5,964982703
24,213,3.5,964982703
24,11,4.5,964982703
24,182,3.0,964982703
24,13,5.0,964982703
24,161,1.0,964982703
25,95,1.5,964982703
25,32,3.0,964982703
25,101,2.5,964982703
25,124,5.0,964982703
25,34,3.0,964982703
25,187,5.0,964982703
25,217,5.0,964982703
25,98,1.5,964982703
25,198,5.0,964982703
25,40,2.0,964982703
25,67,2.5,964982703
25,60,1.0,964982703
25,50,1.0,964982703
25,24,1.0,964982703
25,164,5.0,964982703
25,118,4.5,964982703
25,200,3.0,964982703
25,144,3.0,964982703
25,224,5.0,964982703
25,147,2.0,964982703
25,178,2.0,964982703
25,160,4.0,964982703
25,6,5.0,964982703
25,17,3.5,964982703
25,153,1.5,964982703
25,173,1.0,964982703
25,13,1.5,964982703
25,120,1.0,964982703
25,81,5.0,964982703
25,21,4.5,964982703
25,116,4.0,964982703
25,176,2.0,964982703
25,108,4.5,964982703
25,2,1.5,964982703
25,26,1.5,964982703
25,185,2.0,964982703
25,216,4.0,964982703
25,42,1.0,964982703
25,188,4.5,964982703
25,114,4.0,964982703
25,213,2.5,964982703
25,37,3.0,964982703
25,179,1.0,964982703
25,69,2.5,964982703
25,93,1.0,964982703
25,225,1.0,964982703
25,7,1.0,964982703
25,133,4.0,964982703
25,202,4.0,964982703
25,11,2.5,964982703
26,149,4.0,964982703
26,111,5.0,964982703
26,153,1.5,964982703
26,12,4.5,964982703
26,36,4.0,964982703
26,224,2.5,964982703
26,77,1.5,964982703
26,160,4.5,964982703
26,184,3.0,964982703
26,33,3.5,964982703
26,163,4.0,964982703
26,89,1.0,964982703
26,199,4.5,964982703
26,208,2.5,964982703
26,141,5.0,964982703
26,66,1.0,964982703
26,60,1.5,964982703
26,134,3.5,964982703
26,223,1.0,964982703
26,162,2.5,964982703
26,129,4.5,964982703
26,94,3.0,964982703
26,46,5.0,964982703
26,102,3.5,964982703
27,146,1.0,964982703
27,21,4.5,964982703
27,8,3.0,964982703
27,83,2.5,964982703
27,29,3.0,964982703
27,183,2.5,964982703
27,164,2.0,964982703
27,136,3.0,964982703
27,77,2.5,964982703
27,173,1.0,964982703
28,217,1.5,964982703
28,200,1.0,964982703
28,15,2.0,964982703
28,36,3.5,964982703
28,92,4.5,964982703
28,5,2.0,964982703
28,50,5.0,964982703
28,156,3.0,964982703
28,6,4.0,964982703
28,221,4.5,964982703
28,207,2.0,964982703
28,223,1.5,964982703
28,153,1.5,964982703
28,199,3.0,964982703
28,94,1.0,964982703
28,222,1.5,964982703
28,101,5.0,964982703
28,95,4.0,964982703
28,63,3.5,964982703
28,154,5.0,964982703
28,79,4.0,964982703
28,91,3.0,964982703
28,196,5.0,964982703
28,48,3.5,964982703
28,128,3.5,964982703
28,162,2.5,964982703
28,43,1.0,964982703
28,40,3.0,964982703
28,134,5.0,964982703
28,165,4.5,964982703
28,28,4.5,964982703
28,143,3.0,964982703
28,216,5.0,964982703
28,169,2.0,964982703
28,10,2.0,964982703
28,49,1.0,964982703
28,202,5.0,964982703
28,86,3.5,964982703
28,76,1.5,964982703
28,34,4.5,964982703
28,58,5.0,964982703
28,152,5.0,964982703
28,155,1.5,964982703
28,66,1.5,964982703
28,194,4.0,964982703
28,188,2.5,964982703
28,110,1.0,964982703
28,160,4.5,964982703
28,135,1.5,964982703
28,137,2.0,964982703
28,81,3.0,964982703
28,148,2.0,964982703
28,219,4.0,964982703
29,20,1.0,964982703
29,216,2.5,964982703
29,226,2.0,964982703
29,21,2.5,964982703
29,35,5.0,964982703
29,11,2.0,964982703
29,92,3.5,964982703
29,116,3.5,964982703
29,58,4.0,964982703
29,200,5.0,964982703
29,52,4.0,964982703
29,168,1.0,964982703
29,208,4.5,964982703
29,172,3.0,964982703
29,62,5.0,964982703
29,181,3.0,964982703
29,194,3.0,964982703
29,122,1.5,964982703
29,79,2.0,964982703
29,85,5.0,964982703
29,34,4.0,964982703
29,156,1.0,964982703
29,39,2.0,964982703
29,31,1.5,964982703
29,126,1.0,964982703
29,76,5.0,964982703
29,88,4.5,964982703
29,191,3.0,964982703
29,167,1.5,964982703
29,63,1.0,964982703
29,148,4.0,964982703
29,26,1.5,964982703
29,221,1.0,964982703
29,210,1.5,964982703
29,106,4.0,964982703
29,211,4.0,964982703
29,29,3.5,964982703
29,196,3.0,964982703
29,45,2.0,964982703
29,214,2.0,964982703
29,215,5.0,964982703
29,17,2.5,964982703
29,188,5.0,964982703
29,145,2.5,964982703
29,13,1.5,964982703
29,198,2.5,964982703
29,158,3.5,964982703
29,218,3.5,964982703
30,22,1.5,964982703
30,25,1.5,964982703
30,167,5.0,964982703
30,224,1.5,964982703
30,98,1.5,964982703
30,106,2.0,964982703
30,90,2.0,964982703
30,72,2.5,964982703
30,18,4.0,964982703
30,168,5.0,964982703
30,75,1.5,964982703
30,174,2.5,964982703
30,94,5.0,964982703
30,140,1.5,964982703
30,59,1.0,964982703
30,104,4.5,964982703
30,76,5.0,964982703
30,190,4.0,964982703
30,215,4.5,964982703
30,78,2.5,964982703
30,82,2.5,964982703
30,53,1.5,964982703
30,9,4.5,964982703
30,74,1.5,964982703
30,48,5.0,964982703
30,124,2.5,964982703
30,147,1.0,964982703
30,34,2.5,964982703
30,57,2.0,964982703
30,89,3.5,964982703
30,141,4.0,964982703
30,196,4.5,964982703
30,142,1.5,964982703
30,181,3.5,964982703
30,37,3.5,964982703
30,173,3.0,964982703
30,201,4.0,964982703
30,117,2.0,964982703
30,50,2.5,964982703
30,199,5.0,964982703
30,5,2.5,964982703
30,46,2.0,964982703
30,214,1.5,964982703
30,39,3.0,964982703
30,152,2.5,964982703
30,99,4.5,964982703
30,65,4.0,964982703
30,109,3.5,964982703
30,213,1.5,964982703
30,153,2.0,964982703
30,63,5.0,964982703
30,154,5.0,964982703
30,157,3.0,964982703
30,66,2.0,964982703
30,16,1.5,964982703
30,58,4.5,964982703
31,214,3.5,964982703
31,38,1.0,964982703
31,24,1.5,964982703
31,216,3.0,964982703
31,140,1.5,964982703
31,146,1.0,964982703
31,121,3.5,964982703
31,60,4.5,964982703
31,181,4.5,964982703
31,202,4.5,964982703
31,185,3.5,964982703
31,163,2.0,964982703
31,106,1.0,964982703
31,71,1.5,964982703
31,13,3.0,964982703
31,139,3.0,964982703
31,20,1.0,964982703
31,172,1.0,964982703
31,101,5.0,964982703
31,128,1.5,964982703
31,187,4.0,964982703
31,111,2.5,964982703
31,44,4.0,964982703
31,189,4.5,964982703
31,58,3.0,964982703
31,78,1.0,964982703
31,103,2.5,964982703
31,37,2.0,964982703
31,8,3.0,964982703
31,171,3.5,964982703
31,104,1.5,964982703
31,28,4.0,964982703
